date,product_id,customer_id,units_sold,is_promotion,weekday,season,campaign_name,event,price_x,discount_applied,final_price,product_type,category,initial_stock,product_name,price_y,payment_method,cumulative_sales,remaining_stock,revenue,delivery_mode,is_returned,return_reason,rating,order_id
2025-04-25,24,994,15,0,Friday,Printemps,,,66.62,0,66.62,bestseller,Vêtements,166,Réfléchir,66.62,Carte bancaire,15,151,999.3000000000001,express,0,,4.4,1455
2025-04-25,25,845,8,0,Friday,Printemps,,,52.87,0,52.87,normal,Vêtements,98,Révéler,52.87,Carte bancaire,8,90,422.96,standard,0,,4.5,1225
2025-04-25,26,556,6,0,Friday,Printemps,,,190.82,0,190.82,bestseller,Sport,157,Maintenir,190.82,Carte cadeau,6,151,1144.92,express,0,,3.7,712
2025-04-25,27,193,16,0,Friday,Printemps,Buzz Tiktok,,270.15,0,270.15,normal,Sport,106,Boire,270.15,Carte bancaire,16,90,4322.4,pickup,0,,3.9,168
2025-04-25,28,775,9,0,Friday,Printemps,,,49.85,0,49.85,bestseller,Beauté,138,Obéir,49.85,Apple Pay,9,129,448.65000000000003,standard,0,,4.5,1097
2025-04-25,29,779,25,0,Friday,Printemps,Buzz Tiktok,,172.09,0,172.09,normal,Sport,125,Saison,172.09,Carte bancaire,25,100,4302.25,pickup,0,,4.4,1102
2025-04-25,30,563,0,0,Friday,Printemps,,,17.19,0,17.19,normal,Beauté,104,Tenir,17.19,Carte bancaire,0,104,0.0,standard,0,,4.5,721
2025-04-25,31,449,6,0,Friday,Printemps,,,5.38,0,5.38,normal,Alimentation,89,Soirée,5.38,Carte cadeau,6,83,32.28,standard,0,,2.7,547
2025-04-25,32,727,8,0,Friday,Printemps,,,54.18,0,54.18,normal,Vêtements,122,Autour,54.18,Carte bancaire,8,114,433.44,standard,0,,3.9,1026
2025-04-25,33,15,10,0,Friday,Printemps,,,475.93,0,475.93,bestseller,Sport,179,Malgré,475.93,Apple Pay,10,169,4759.3,standard,0,,4.5,91
2025-04-25,34,231,10,0,Friday,Printemps,,,36.82,0,36.82,normal,Vêtements,57,Époque,36.82,Carte bancaire,10,47,368.2,pickup,0,,3.9,217
2025-04-25,35,121,3,0,Friday,Printemps,,,17.44,0,17.44,bestseller,Beauté,178,Oh,17.44,Carte bancaire,3,175,52.32000000000001,express,0,,4.3,39
2025-04-25,36,734,5,0,Friday,Printemps,,,488.54,0,488.54,normal,Sport,144,Autour,488.54,Carte bancaire,5,139,2442.7000000000003,standard,0,,3.5,1039
2025-04-25,37,280,6,0,Friday,Printemps,,,302.43,0,302.43,normal,Sport,62,Croire,302.43,Carte cadeau,6,56,1814.58,express,0,,4.1,287
2025-04-25,38,484,8,0,Friday,Printemps,,,841.0,0,841.0,normal,Électronique,147,Voler,841.0,Carte bancaire,8,139,6728.0,standard,0,,4.5,605
2025-04-25,39,149,6,0,Friday,Printemps,Buzz Tiktok,,5.32,0,5.32,niche,Alimentation,33,Juste,5.32,Apple Pay,6,27,31.92,standard,0,,5.0,90
2025-04-25,40,885,0,0,Friday,Printemps,,,52.32,0,52.32,niche,Vêtements,60,Quinze,52.32,Carte bancaire,0,60,0.0,express,0,,4.7,1290
2025-04-25,41,809,0,0,Friday,Printemps,,,72.03,0,72.03,niche,Sport,33,Abri,72.03,Carte bancaire,0,33,0.0,standard,0,,5.0,1157
2025-04-25,42,807,16,0,Friday,Printemps,,,975.58,0,975.58,bestseller,Électronique,133,Tuer,975.58,Paypal,16,117,15609.28,standard,0,,4.8,1154
2025-04-25,43,3,9,0,Friday,Printemps,,,153.15,0,153.15,normal,Sport,134,Douceur,153.15,Paypal,9,125,1378.3500000000001,express,0,,3.7,313
2025-04-25,44,858,6,0,Friday,Printemps,,,99.3,0,99.3,normal,Vêtements,60,Bruit,99.3,Paypal,6,54,595.8,pickup,1,taille,,1247
2025-04-25,45,676,15,0,Friday,Printemps,Buzz Tiktok,,9.62,0,9.62,normal,Beauté,70,Vivre,9.62,Apple Pay,15,55,144.29999999999998,pickup,0,,3.4,929
2025-04-25,46,458,3,0,Friday,Printemps,,,595.36,0,595.36,niche,Électronique,35,Présent,595.36,Carte bancaire,3,32,1786.08,express,0,,5.0,563
2025-04-25,47,341,10,0,Friday,Printemps,,,26.54,0,26.54,bestseller,Beauté,122,Nombreux,26.54,Carte bancaire,10,112,265.4,pickup,0,,4.8,387
2025-04-25,48,387,11,0,Friday,Printemps,,,4.5,0,4.5,normal,Alimentation,120,Donner,4.5,Paypal,11,109,49.5,standard,0,,4.4,446
2025-04-25,49,891,19,0,Friday,Printemps,,,289.85,0,289.85,bestseller,Électronique,109,Satisfaire,289.85,Apple Pay,19,90,5507.150000000001,pickup,0,,3.8,1298
2025-04-25,50,245,6,0,Friday,Printemps,,,10.13,0,10.13,normal,Beauté,70,Ventre,10.13,Carte bancaire,6,64,60.78,pickup,0,,3.2,237
2025-04-26,1,877,21,0,Saturday,Printemps,Buzz Tiktok,,70.97,0,70.97,normal,Vêtements,58,Souvent,70.97,Carte bancaire,25,33,1490.37,standard,0,,4.4,1274
2025-04-26,2,396,56,1,Saturday,Printemps,,,483.08,1,425.11,bestseller,Sport,151,Éprouver,483.08,Paypal,84,67,23806.16,standard,0,,4.1,461
2025-04-26,3,668,30,0,Saturday,Printemps,,,12.7,0,12.7,bestseller,Alimentation,162,Essayer,12.7,Apple Pay,40,122,381.0,express,0,,4.8,912
2025-04-26,4,38,0,0,Saturday,Printemps,,,389.57,0,389.57,niche,Sport,24,Choix,389.57,Carte cadeau,0,24,0.0,express,0,,4.9,430
2025-04-26,5,605,0,0,Saturday,Printemps,,,24.6,0,24.6,niche,Beauté,56,Objet,24.6,Carte bancaire,1,55,0.0,express,0,,4.5,803
2025-04-26,6,896,20,0,Saturday,Printemps,,,141.51,0,141.51,bestseller,Sport,180,Paraître,141.51,Carte bancaire,44,136,2830.2,pickup,0,,3.5,1305
2025-04-26,7,740,25,1,Saturday,Printemps,,,126.3,1,113.67,bestseller,Vêtements,187,Seul,126.3,Carte bancaire,30,157,2841.75,standard,0,,4.9,1050
2025-04-26,8,671,0,0,Saturday,Printemps,,,314.98,0,314.98,niche,Électronique,23,Commencer,314.98,Carte bancaire,6,17,0.0,pickup,0,,5.0,915
2025-04-26,9,639,22,1,Saturday,Printemps,,,15.97,1,13.57,normal,Beauté,69,Enfin,15.97,Paypal,34,35,298.54,express,1,changement d'avis,,852
2025-04-26,10,873,9,0,Saturday,Printemps,,,30.64,0,30.64,normal,Beauté,69,Tout,30.64,Carte cadeau,12,57,275.76,express,0,,3.4,1270
2025-04-26,11,880,7,0,Saturday,Printemps,,,20.14,0,20.14,normal,Beauté,122,Souvent,20.14,Paypal,12,110,140.98000000000002,express,0,,3.3,1281
2025-04-26,12,325,12,0,Saturday,Printemps,,,43.29,0,43.29,normal,Beauté,88,Fier,43.29,Carte bancaire,16,72,519.48,pickup,0,,4.2,356
2025-04-26,13,37,9,0,Saturday,Printemps,,,78.26,0,78.26,normal,Vêtements,60,En,78.26,Apple Pay,20,40,704.34,standard,0,,4.9,418
2025-04-26,14,765,39,1,Saturday,Printemps,,,16.16,1,15.03,normal,Alimentation,81,Attitude,16.16,Paypal,47,34,586.17,pickup,0,,4.3,1089
2025-04-26,15,101,0,0,Saturday,Printemps,,,6.31,0,6.31,niche,Alimentation,27,Composer,6.31,Paypal,2,25,0.0,express,0,,3.8,10
2025-04-26,16,103,9,0,Saturday,Printemps,,,353.58,0,353.58,niche,Sport,55,Intention,353.58,Paypal,11,44,3182.22,pickup,1,défaut,,12
2025-04-26,17,48,26,1,Saturday,Printemps,,,11.56,1,10.75,normal,Alimentation,147,Rire,11.56,Carte bancaire,39,108,279.5,standard,0,,4.1,594
2025-04-26,18,301,16,0,Saturday,Printemps,,,474.55,0,474.55,bestseller,Sport,153,Être,474.55,Carte bancaire,33,120,7592.8,pickup,0,,4.6,318
2025-04-26,19,150,4,0,Saturday,Printemps,,,279.29,0,279.29,niche,Électronique,58,Valoir,279.29,Carte bancaire,6,52,1117.16,express,0,,4.0,94
2025-04-26,20,580,11,0,Saturday,Printemps,,,26.99,0,26.99,bestseller,Beauté,176,Sembler,26.99,Carte bancaire,24,152,296.89,standard,0,,4.3,757
2025-04-26,21,175,25,0,Saturday,Printemps,,,106.69,0,106.69,bestseller,Vêtements,179,Toile,106.69,Carte bancaire,40,139,2667.25,pickup,0,,4.0,128
2025-04-26,22,510,14,1,Saturday,Printemps,,,25.17,1,21.39,normal,Beauté,78,Naturel,25.17,Carte bancaire,20,58,299.46000000000004,pickup,0,,3.7,646
2025-04-26,23,471,39,1,Saturday,Printemps,,,138.4,1,131.48,normal,Électronique,149,Nommer,138.4,Carte bancaire,41,108,5127.719999999999,express,0,,3.4,584
2025-04-26,24,921,12,0,Saturday,Printemps,,,66.62,0,66.62,bestseller,Vêtements,166,Réfléchir,66.62,Paypal,27,139,799.44,standard,0,,4.6,1346
2025-04-26,25,694,15,0,Saturday,Printemps,,,52.87,0,52.87,normal,Vêtements,98,Révéler,52.87,Carte cadeau,23,75,793.05,standard,0,,4.9,968
2025-04-26,26,602,60,1,Saturday,Printemps,,,190.82,1,167.92,bestseller,Sport,157,Maintenir,190.82,Paypal,66,91,10075.199999999999,pickup,1,taille,,796
2025-04-26,27,435,16,0,Saturday,Printemps,Buzz Tiktok,,270.15,0,270.15,normal,Sport,106,Boire,270.15,Paypal,32,74,4322.4,standard,0,,4.3,523
2025-04-26,28,310,10,0,Saturday,Printemps,,,49.85,0,49.85,bestseller,Beauté,138,Obéir,49.85,Carte bancaire,19,119,498.5,express,0,,4.8,332
2025-04-26,29,874,9,0,Saturday,Printemps,Buzz Tiktok,,172.09,0,172.09,normal,Sport,125,Saison,172.09,Apple Pay,34,91,1548.81,standard,1,taille,,1272
2025-04-26,30,589,27,1,Saturday,Printemps,,,17.19,1,14.61,normal,Beauté,104,Tenir,17.19,Carte cadeau,27,77,394.46999999999997,express,0,,4.9,774
2025-04-26,31,303,10,0,Saturday,Printemps,,,5.38,0,5.38,normal,Alimentation,89,Soirée,5.38,Carte bancaire,16,73,53.8,standard,0,,3.6,321
2025-04-26,32,675,1,0,Saturday,Printemps,,,54.18,0,54.18,normal,Vêtements,122,Autour,54.18,Carte bancaire,9,113,54.18,standard,0,,5.0,926
2025-04-26,33,580,21,0,Saturday,Printemps,,,475.93,0,475.93,bestseller,Sport,179,Malgré,475.93,Carte bancaire,31,148,9994.53,pickup,0,,3.7,757
2025-04-26,34,764,3,0,Saturday,Printemps,,,36.82,0,36.82,normal,Vêtements,57,Époque,36.82,Carte cadeau,13,44,110.46000000000001,pickup,0,,4.4,1086
2025-04-26,35,925,12,0,Saturday,Printemps,,,17.44,0,17.44,bestseller,Beauté,178,Oh,17.44,Carte bancaire,15,163,209.28000000000003,pickup,0,,4.3,1352
2025-04-26,36,236,8,0,Saturday,Printemps,,,488.54,0,488.54,normal,Sport,144,Autour,488.54,Carte bancaire,13,131,3908.32,standard,0,,3.3,221
2025-04-26,37,225,21,0,Saturday,Printemps,,,302.43,0,302.43,normal,Sport,62,Croire,302.43,Paypal,27,35,6351.03,standard,0,,3.9,205
2025-04-26,38,695,7,0,Saturday,Printemps,,,841.0,0,841.0,normal,Électronique,147,Voler,841.0,Carte bancaire,15,132,5887.0,pickup,0,,3.4,973
2025-04-26,39,698,10,0,Saturday,Printemps,Buzz Tiktok,,5.32,0,5.32,niche,Alimentation,33,Juste,5.32,Apple Pay,16,17,53.2,standard,0,,4.6,981
2025-04-26,40,926,1,0,Saturday,Printemps,,,52.32,0,52.32,niche,Vêtements,60,Quinze,52.32,Carte bancaire,1,59,52.32,pickup,0,,4.2,1353
2025-04-26,41,317,8,0,Saturday,Printemps,,,72.03,0,72.03,niche,Sport,33,Abri,72.03,Carte bancaire,8,25,576.24,standard,0,,4.6,342
2025-04-26,42,93,39,1,Saturday,Printemps,,,975.58,1,926.8,bestseller,Électronique,133,Tuer,975.58,Carte bancaire,55,78,36145.2,standard,0,,4.5,1360
2025-04-26,43,426,12,0,Saturday,Printemps,,,153.15,0,153.15,normal,Sport,134,Douceur,153.15,Paypal,21,113,1837.8000000000002,express,0,,3.5,509
2025-04-26,44,806,3,0,Saturday,Printemps,,,99.3,0,99.3,normal,Vêtements,60,Bruit,99.3,Carte bancaire,9,51,297.9,express,0,,4.1,1152
2025-04-26,45,375,19,0,Saturday,Printemps,Buzz Tiktok,,9.62,0,9.62,normal,Beauté,70,Vivre,9.62,Apple Pay,34,36,182.77999999999997,express,0,,4.2,424
2025-04-26,46,280,3,0,Saturday,Printemps,,,595.36,0,595.36,niche,Électronique,35,Présent,595.36,Carte cadeau,6,29,1786.08,pickup,0,,4.5,288
2025-04-26,47,845,9,0,Saturday,Printemps,,,26.54,0,26.54,bestseller,Beauté,122,Nombreux,26.54,Carte cadeau,19,103,238.85999999999999,pickup,0,,4.5,1226
2025-04-26,48,303,16,0,Saturday,Printemps,,,4.5,0,4.5,normal,Alimentation,120,Donner,4.5,Carte bancaire,27,93,72.0,pickup,0,,4.3,321
2025-04-26,49,480,19,0,Saturday,Printemps,,,289.85,0,289.85,bestseller,Électronique,109,Satisfaire,289.85,Apple Pay,38,71,5507.150000000001,standard,0,,4.6,597
2025-04-26,50,881,3,0,Saturday,Printemps,,,10.13,0,10.13,normal,Beauté,70,Ventre,10.13,Apple Pay,9,61,30.39,pickup,0,,4.3,1282
2025-04-27,1,824,10,0,Sunday,Printemps,Buzz Tiktok,,70.97,0,70.97,normal,Vêtements,58,Souvent,70.97,Carte bancaire,35,23,709.7,standard,0,,3.5,1190
2025-04-27,2,810,18,0,Sunday,Printemps,,,483.08,0,483.08,bestseller,Sport,151,Éprouver,483.08,Carte bancaire,102,49,8695.44,standard,0,,4.6,1160
2025-04-27,3,466,20,0,Sunday,Printemps,,,12.7,0,12.7,bestseller,Alimentation,162,Essayer,12.7,Carte bancaire,60,102,254.0,pickup,0,,4.6,576
2025-04-27,4,689,1,0,Sunday,Printemps,,,389.57,0,389.57,niche,Sport,24,Choix,389.57,Carte bancaire,1,23,389.57,pickup,0,,5.0,954
2025-04-27,5,843,0,0,Sunday,Printemps,,,24.6,0,24.6,niche,Beauté,56,Objet,24.6,Carte bancaire,1,55,0.0,standard,0,,4.6,1221
2025-04-27,6,111,25,0,Sunday,Printemps,,,141.51,0,141.51,bestseller,Sport,180,Paraître,141.51,Paypal,69,111,3537.75,express,0,,5.0,23
2025-04-27,7,26,20,0,Sunday,Printemps,,,126.3,0,126.3,bestseller,Vêtements,187,Seul,126.3,Carte cadeau,50,137,2526.0,express,0,,4.3,258
2025-04-27,8,575,8,0,Sunday,Printemps,,,314.98,0,314.98,niche,Électronique,23,Commencer,314.98,Carte bancaire,14,9,2519.84,standard,0,,4.3,747
2025-04-27,9,227,4,0,Sunday,Printemps,,,15.97,0,15.97,normal,Beauté,69,Enfin,15.97,Paypal,38,31,63.88,express,0,,5.0,209
2025-04-27,10,476,1,0,Sunday,Printemps,,,30.64,0,30.64,normal,Beauté,69,Tout,30.64,Carte bancaire,13,56,30.64,express,0,,4.0,589
2025-04-27,11,120,5,0,Sunday,Printemps,,,20.14,0,20.14,normal,Beauté,122,Souvent,20.14,Carte bancaire,17,105,100.7,standard,0,,4.0,36
2025-04-27,12,312,5,0,Sunday,Printemps,,,43.29,0,43.29,normal,Beauté,88,Fier,43.29,Paypal,21,67,216.45,pickup,0,,4.2,336
2025-04-27,13,909,11,0,Sunday,Printemps,,,78.26,0,78.26,normal,Vêtements,60,En,78.26,Paypal,31,29,860.86,express,0,,3.7,1323
2025-04-27,14,687,34,1,Sunday,Printemps,,,16.16,1,15.03,normal,Alimentation,81,Attitude,16.16,Carte bancaire,81,0,511.02,express,0,,4.4,950
2025-04-27,15,554,6,0,Sunday,Printemps,,,6.31,0,6.31,niche,Alimentation,27,Composer,6.31,Paypal,8,19,37.86,standard,0,,3.9,707
2025-04-27,16,745,6,0,Sunday,Printemps,,,353.58,0,353.58,niche,Sport,55,Intention,353.58,Carte bancaire,17,38,2121.48,standard,0,,4.3,1055
2025-04-27,17,671,6,0,Sunday,Printemps,,,11.56,0,11.56,normal,Alimentation,147,Rire,11.56,Apple Pay,45,102,69.36,standard,0,,4.0,916
2025-04-27,18,631,8,0,Sunday,Printemps,,,474.55,0,474.55,bestseller,Sport,153,Être,474.55,Apple Pay,41,112,3796.4,pickup,0,,5.0,842
2025-04-27,19,287,1,0,Sunday,Printemps,,,279.29,0,279.29,niche,Électronique,58,Valoir,279.29,Carte bancaire,7,51,279.29,pickup,0,,4.8,293
2025-04-27,20,223,6,0,Sunday,Printemps,,,26.99,0,26.99,bestseller,Beauté,176,Sembler,26.99,Apple Pay,30,146,161.94,standard,0,,5.0,203
2025-04-27,21,242,13,0,Sunday,Printemps,,,106.69,0,106.69,bestseller,Vêtements,179,Toile,106.69,Carte bancaire,53,126,1386.97,express,0,,4.6,231
2025-04-27,22,63,18,1,Sunday,Printemps,,,25.17,1,21.39,normal,Beauté,78,Naturel,25.17,Paypal,38,40,385.02,express,0,,4.7,839
2025-04-27,23,992,6,0,Sunday,Printemps,,,138.4,0,138.4,normal,Électronique,149,Nommer,138.4,Paypal,47,102,830.4000000000001,standard,0,,4.4,1450
2025-04-27,24,844,7,0,Sunday,Printemps,,,66.62,0,66.62,bestseller,Vêtements,166,Réfléchir,66.62,Apple Pay,34,132,466.34000000000003,standard,0,,3.2,1223
2025-04-27,25,658,11,0,Sunday,Printemps,,,52.87,0,52.87,normal,Vêtements,98,Révéler,52.87,Carte bancaire,34,64,581.5699999999999,express,0,,4.2,892
2025-04-27,26,22,25,0,Sunday,Printemps,,,190.82,0,190.82,bestseller,Sport,157,Maintenir,190.82,Apple Pay,91,66,4770.5,standard,0,,3.5,199
2025-04-27,27,250,3,0,Sunday,Printemps,Buzz Tiktok,,270.15,0,270.15,normal,Sport,106,Boire,270.15,Carte bancaire,35,71,810.4499999999999,express,0,,2.4,244
2025-04-27,28,211,7,0,Sunday,Printemps,,,49.85,0,49.85,bestseller,Beauté,138,Obéir,49.85,Apple Pay,26,112,348.95,pickup,0,,3.6,194
2025-04-27,29,568,0,0,Sunday,Printemps,Buzz Tiktok,,172.09,0,172.09,normal,Sport,125,Saison,172.09,Carte cadeau,34,91,0.0,pickup,0,,3.4,734
2025-04-27,30,833,2,0,Sunday,Printemps,,,17.19,0,17.19,normal,Beauté,104,Tenir,17.19,Carte cadeau,29,75,34.38,pickup,0,,4.4,1201
2025-04-27,31,152,3,0,Sunday,Printemps,,,5.38,0,5.38,normal,Alimentation,89,Soirée,5.38,Carte bancaire,19,70,16.14,standard,0,,3.8,95
2025-04-27,32,134,13,0,Sunday,Printemps,,,54.18,0,54.18,normal,Vêtements,122,Autour,54.18,Carte bancaire,22,100,704.34,standard,0,,4.2,61
2025-04-27,33,179,29,0,Sunday,Printemps,,,475.93,0,475.93,bestseller,Sport,179,Malgré,475.93,Apple Pay,60,119,13801.97,standard,0,,4.8,137
2025-04-27,34,27,1,0,Sunday,Printemps,,,36.82,0,36.82,normal,Vêtements,57,Époque,36.82,Paypal,14,43,36.82,standard,1,taille,,272
2025-04-27,35,603,8,0,Sunday,Printemps,,,17.44,0,17.44,bestseller,Beauté,178,Oh,17.44,Carte cadeau,23,155,139.52,express,1,produit non conforme,,799
2025-04-27,36,130,17,1,Sunday,Printemps,,,488.54,1,429.92,normal,Sport,144,Autour,488.54,Carte bancaire,30,114,7308.64,pickup,0,,4.5,56
2025-04-27,37,764,13,0,Sunday,Printemps,,,302.43,0,302.43,normal,Sport,62,Croire,302.43,Carte bancaire,40,22,3931.59,standard,0,,4.7,1087
2025-04-27,38,797,0,0,Sunday,Printemps,,,841.0,0,841.0,normal,Électronique,147,Voler,841.0,Carte cadeau,15,132,0.0,pickup,0,,4.0,1132
2025-04-27,39,112,3,0,Sunday,Printemps,Buzz Tiktok,,5.32,0,5.32,niche,Alimentation,33,Juste,5.32,Carte bancaire,19,14,15.96,pickup,0,,5.0,26
2025-04-27,40,969,3,0,Sunday,Printemps,,,52.32,0,52.32,niche,Vêtements,60,Quinze,52.32,Paypal,4,56,156.96,standard,0,,3.9,1415
2025-04-27,41,659,32,1,Sunday,Printemps,,,72.03,1,63.39,niche,Sport,33,Abri,72.03,Carte bancaire,40,0,2028.48,standard,0,,5.0,895
2025-04-27,42,437,29,1,Sunday,Printemps,,,975.58,1,926.8,bestseller,Électronique,133,Tuer,975.58,Paypal,84,49,26877.199999999997,standard,0,,4.4,527
2025-04-27,43,932,0,0,Sunday,Printemps,,,153.15,0,153.15,normal,Sport,134,Douceur,153.15,Carte bancaire,21,113,0.0,pickup,0,,4.0,1364
2025-04-27,44,330,8,0,Sunday,Printemps,,,99.3,0,99.3,normal,Vêtements,60,Bruit,99.3,Carte bancaire,17,43,794.4,pickup,0,,3.4,369
2025-04-27,45,282,16,0,Sunday,Printemps,Buzz Tiktok,,9.62,0,9.62,normal,Beauté,70,Vivre,9.62,Carte cadeau,50,20,153.92,pickup,0,,4.9,289
2025-04-27,46,562,5,0,Sunday,Printemps,,,595.36,0,595.36,niche,Électronique,35,Présent,595.36,Paypal,11,24,2976.8,express,0,,4.4,719
2025-04-27,47,612,8,0,Sunday,Printemps,,,26.54,0,26.54,bestseller,Beauté,122,Nombreux,26.54,Carte bancaire,27,95,212.32,standard,0,,4.3,811
2025-04-27,48,518,14,0,Sunday,Printemps,,,4.5,0,4.5,normal,Alimentation,120,Donner,4.5,Apple Pay,41,79,63.0,standard,0,,5.0,655
2025-04-27,49,813,19,0,Sunday,Printemps,,,289.85,0,289.85,bestseller,Électronique,109,Satisfaire,289.85,Apple Pay,57,52,5507.150000000001,pickup,0,,4.1,1166
2025-04-27,50,667,2,0,Sunday,Printemps,,,10.13,0,10.13,normal,Beauté,70,Ventre,10.13,Paypal,11,59,20.26,express,0,,4.3,910
2025-04-28,1,221,18,0,Monday,Printemps,Buzz Tiktok,,70.97,0,70.97,normal,Vêtements,58,Souvent,70.97,Carte bancaire,53,5,1277.46,standard,0,,3.9,202
2025-04-28,2,234,15,0,Monday,Printemps,,,483.08,0,483.08,bestseller,Sport,151,Éprouver,483.08,Carte bancaire,117,34,7246.2,pickup,0,,3.9,219
2025-04-28,3,465,10,0,Monday,Printemps,,,12.7,0,12.7,bestseller,Alimentation,162,Essayer,12.7,Apple Pay,70,92,127.0,pickup,0,,4.1,574
2025-04-28,4,98,1,0,Monday,Printemps,,,389.57,0,389.57,niche,Sport,24,Choix,389.57,Carte bancaire,2,22,389.57,express,0,,4.4,1429
2025-04-28,5,682,0,0,Monday,Printemps,,,24.6,0,24.6,niche,Beauté,56,Objet,24.6,Paypal,1,55,0.0,standard,0,,4.4,943
2025-04-28,6,157,11,0,Monday,Printemps,,,141.51,0,141.51,bestseller,Sport,180,Paraître,141.51,Paypal,80,100,1556.61,pickup,0,,4.5,101
2025-04-28,7,69,13,0,Monday,Printemps,,,126.3,0,126.3,bestseller,Vêtements,187,Seul,126.3,Paypal,63,124,1641.8999999999999,pickup,0,,4.9,957
2025-04-28,8,96,0,0,Monday,Printemps,,,314.98,0,314.98,niche,Électronique,23,Commencer,314.98,Carte bancaire,14,9,0.0,pickup,0,,4.6,1400
2025-04-28,9,570,10,1,Monday,Printemps,,,15.97,1,13.57,normal,Beauté,69,Enfin,15.97,Carte bancaire,48,21,135.7,express,0,,4.5,742
2025-04-28,10,576,2,0,Monday,Printemps,,,30.64,0,30.64,normal,Beauté,69,Tout,30.64,Paypal,15,54,61.28,pickup,0,,2.9,749
2025-04-28,11,126,5,0,Monday,Printemps,,,20.14,0,20.14,normal,Beauté,122,Souvent,20.14,Apple Pay,22,100,100.7,express,0,,4.2,49
